,gender,age,income,career,dec,attr,sinc,intel,fun,amb,like
4264,1,24.0,,finance or engineering,1,5.0,5.0,5.0,4.0,4.0,4.5
4265,1,24.0,,finance or engineering,1,8.0,8.0,8.0,8.0,8.0,8.0
4266,1,24.0,,finance or engineering,1,3.0,3.0,3.0,3.0,3.0,3.0
4267,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4268,1,24.0,,finance or engineering,1,8.0,8.0,8.0,8.0,8.0,8.0
4269,1,24.0,,finance or engineering,1,7.0,7.0,7.0,7.0,7.0,6.5
4270,1,24.0,,finance or engineering,1,9.0,9.0,9.0,9.0,9.0,9.0
4271,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4272,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4273,1,24.0,,finance or engineering,1,7.0,7.0,7.0,7.0,7.0,7.0
4274,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4275,1,24.0,,finance or engineering,1,7.0,7.0,7.0,7.0,7.0,7.0
4276,1,24.0,,finance or engineering,1,7.0,7.0,7.0,7.0,7.0,7.0
4277,1,24.0,,finance or engineering,1,7.5,7.5,7.5,7.5,7.5,7.5
4278,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4279,1,24.0,,finance or engineering,1,8.5,8.5,8.5,8.5,8.5,8.5
4280,1,24.0,,finance or engineering,1,8.0,8.0,8.0,8.0,8.0,8.0
4281,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4282,1,24.0,,finance or engineering,1,6.0,6.0,6.0,6.0,6.0,6.0
4283,1,24.0,,finance or engineering,1,8.0,8.0,8.0,8.0,8.0,8.0
4295,1,22.0,,professor,1,8.0,7.0,8.0,7.0,5.0,5.0
4307,1,22.0,,Writing,1,8.0,8.0,7.0,8.0,7.0,8.0
4308,1,22.0,,Writing,1,7.0,7.0,5.0,5.0,6.0,7.0
4309,1,22.0,,Writing,1,6.0,7.0,6.0,6.0,5.0,6.0
4310,1,22.0,,Writing,1,8.0,6.0,7.0,6.0,6.0,7.0
4311,1,22.0,,Writing,1,8.0,6.0,5.0,4.0,4.0,5.0
4312,1,22.0,,Writing,0,7.0,6.0,6.0,6.0,6.0,5.0
4313,1,22.0,,Writing,1,7.0,8.0,8.0,6.0,6.0,7.0
4314,1,22.0,,Writing,0,4.0,6.0,5.0,4.0,5.0,4.0
4315,1,22.0,,Writing,1,6.0,8.0,6.0,6.0,5.0,6.0
4317,1,22.0,,Writing,1,8.0,8.0,8.0,8.0,7.0,9.0
4318,1,22.0,,Writing,1,5.0,9.0,7.0,5.0,5.0,6.0
4320,1,22.0,,Writing,1,9.0,9.0,9.0,9.0,6.0,9.0
4321,1,22.0,,Writing,1,9.0,9.0,9.0,9.0,7.0,9.0
4322,1,22.0,,Writing,1,8.0,8.0,8.0,8.0,8.0,8.0
4323,1,22.0,,Writing,1,7.0,7.0,7.0,7.0,5.0,6.0
4324,1,22.0,,Writing,1,9.0,6.0,8.0,9.0,6.0,8.5
4325,1,22.0,,Writing,1,10.0,7.0,9.0,8.0,7.0,8.0
4326,1,27.0,53196.0,professor,0,4.0,6.0,5.0,8.0,5.0,5.0
4327,1,27.0,53196.0,professor,0,3.0,6.0,6.0,4.0,4.0,4.0
4328,1,27.0,53196.0,professor,0,5.0,5.0,7.0,5.0,5.0,5.0
4329,1,27.0,53196.0,professor,0,5.0,7.0,3.0,4.0,5.0,5.0
4330,1,27.0,53196.0,professor,1,6.0,6.0,6.0,6.0,5.0,6.0
4331,1,27.0,53196.0,professor,0,4.0,5.0,6.0,5.0,6.0,5.0
4332,1,27.0,53196.0,professor,0,5.0,6.0,5.0,5.0,5.0,4.0
4333,1,27.0,53196.0,professor,0,4.0,5.0,5.0,5.0,6.0,4.0
4334,1,27.0,53196.0,professor,0,4.0,6.0,5.0,4.0,5.0,5.0
4335,1,27.0,53196.0,professor,0,4.0,6.0,6.0,5.0,6.0,5.0
4336,1,27.0,53196.0,professor,0,4.0,7.0,7.0,6.0,5.0,6.0
4337,1,27.0,53196.0,professor,1,6.0,5.0,7.0,7.0,6.0,7.0
4338,1,27.0,53196.0,professor,0,3.0,4.0,5.0,3.0,3.0,4.0
4339,1,27.0,53196.0,professor,0,3.0,6.0,5.0,3.0,5.0,3.0
4340,1,27.0,53196.0,professor,1,7.0,6.0,7.0,6.0,5.0,6.0
4341,1,27.0,53196.0,professor,0,3.0,6.0,3.0,3.0,3.0,4.0
4342,1,27.0,53196.0,professor,1,5.0,5.0,6.0,5.0,5.0,6.0
4343,1,27.0,53196.0,professor,1,6.0,7.0,7.0,6.0,5.0,6.0
4344,1,27.0,53196.0,professor,0,4.0,6.0,5.0,6.0,5.0,5.0
4345,1,27.0,53196.0,professor,0,5.0,7.0,3.0,3.0,3.0,3.0
4346,1,27.0,53196.0,professor,0,7.0,4.0,4.0,4.0,4.0,4.0
4347,1,28.0,53229.0,Venture Capital/Consulting/Government,0,7.0,6.0,6.0,5.0,7.0,5.0
4348,1,28.0,53229.0,Venture Capital/Consulting/Government,0,2.0,3.0,6.0,2.0,6.0,3.0
4349,1,28.0,53229.0,Venture Capital/Consulting/Government,1,5.0,9.0,8.0,7.0,6.0,8.0
4350,1,28.0,53229.0,Venture Capital/Consulting/Government,0,7.0,4.0,7.0,4.0,7.0,4.0
4351,1,28.0,53229.0,Venture Capital/Consulting/Government,1,6.0,8.0,8.0,8.0,7.0,7.0
4352,1,28.0,53229.0,Venture Capital/Consulting/Government,1,7.0,8.0,6.0,6.0,6.0,7.0
4353,1,28.0,53229.0,Venture Capital/Consulting/Government,0,7.0,6.0,7.0,2.0,7.0,6.0
4354,1,28.0,53229.0,Venture Capital/Consulting/Government,0,4.0,3.0,7.0,5.0,5.0,5.0
4355,1,28.0,53229.0,Venture Capital/Consulting/Government,0,5.0,3.0,4.0,2.0,5.0,4.0
4356,1,28.0,53229.0,Venture Capital/Consulting/Government,0,4.0,2.0,6.0,2.0,7.0,3.0
4357,1,28.0,53229.0,Venture Capital/Consulting/Government,1,6.0,9.0,9.0,7.0,6.0,8.0
4358,1,28.0,53229.0,Venture Capital/Consulting/Government,1,7.0,9.0,8.0,8.0,5.0,8.0
4359,1,28.0,53229.0,Venture Capital/Consulting/Government,1,8.0,8.0,5.0,5.0,6.0,7.0
4360,1,28.0,53229.0,Venture Capital/Consulting/Government,0,3.0,4.0,5.0,3.0,3.0,3.0
4361,1,28.0,53229.0,Venture Capital/Consulting/Government,1,8.0,9.0,8.0,8.0,3.0,8.0
4362,1,28.0,53229.0,Venture Capital/Consulting/Government,0,7.0,6.0,5.0,5.0,6.0,5.0
4363,1,28.0,53229.0,Venture Capital/Consulting/Government,1,10.0,9.0,8.0,6.0,5.0,8.0
4364,1,28.0,53229.0,Venture Capital/Consulting/Government,1,9.0,9.0,10.0,9.0,8.0,9.0
4365,1,28.0,53229.0,Venture Capital/Consulting/Government,0,5.0,5.0,7.0,5.0,5.0,5.0
4366,1,28.0,53229.0,Venture Capital/Consulting/Government,0,5.0,5.0,4.0,3.0,2.0,2.0
4367,1,28.0,53229.0,Venture Capital/Consulting/Government,0,6.0,4.0,4.0,6.0,3.0,4.0
4368,1,34.0,,research,0,8.0,7.0,6.0,5.0,4.0,3.0
4369,1,34.0,,research,0,2.0,5.0,6.0,5.0,5.0,4.0
4370,1,34.0,,research,0,3.0,6.0,6.0,5.0,6.0,4.0
4371,1,34.0,,research,0,3.0,6.0,6.0,4.0,4.0,4.0
4372,1,34.0,,research,1,7.0,8.0,8.0,7.0,6.0,7.0
4373,1,34.0,,research,1,6.0,7.0,7.0,7.0,6.0,5.0
4374,1,34.0,,research,1,7.0,7.0,7.0,6.0,6.0,6.0
4375,1,34.0,,research,0,3.0,3.0,8.0,5.0,7.0,3.0
4376,1,34.0,,research,0,4.0,6.0,9.0,7.0,8.0,6.0
4377,1,34.0,,research,0,5.0,7.0,8.0,6.0,7.0,4.0
4378,1,34.0,,research,0,3.0,5.0,6.0,5.0,6.0,3.0
4379,1,34.0,,research,1,5.0,7.0,8.0,7.0,7.0,7.0
4380,1,34.0,,research,0,3.0,5.0,7.0,5.0,7.0,3.0
4381,1,34.0,,research,0,3.0,5.0,6.0,3.0,5.0,3.0
4382,1,34.0,,research,1,4.0,7.0,7.0,7.0,7.0,6.0
4383,1,34.0,,research,0,4.0,5.0,5.0,5.0,3.0,3.0
4384,1,34.0,,research,1,9.0,8.0,8.0,8.0,7.0,8.0
4385,1,34.0,,research,1,7.0,6.0,7.0,6.0,5.0,6.0
4386,1,34.0,,research,0,4.0,6.0,8.0,5.0,5.0,3.0
4387,1,34.0,,research,0,3.0,5.0,6.0,6.0,5.0,4.0
4388,1,34.0,,research,0,8.0,6.0,6.0,6.0,5.0,6.0
4389,1,27.0,,doctor and entrepreneur,1,6.0,10.0,8.0,9.0,8.0,7.0
4390,1,27.0,,doctor and entrepreneur,1,5.0,9.0,8.0,7.0,6.0,7.0
4391,1,27.0,,doctor and entrepreneur,1,6.0,9.0,8.0,7.0,7.0,7.0
4392,1,27.0,,doctor and entrepreneur,1,5.0,9.0,8.0,7.0,7.0,6.0
4393,1,27.0,,doctor and entrepreneur,1,5.0,8.0,8.0,7.0,6.0,6.0
4394,1,27.0,,doctor and entrepreneur,1,6.0,7.0,6.0,6.0,6.0,6.0
4395,1,27.0,,doctor and entrepreneur,1,5.0,8.0,8.0,7.0,6.0,6.0
4396,1,27.0,,doctor and entrepreneur,1,6.0,7.0,7.0,6.0,6.0,6.0
4397,1,27.0,,doctor and entrepreneur,1,6.0,8.0,8.0,6.0,6.0,6.0
4398,1,27.0,,doctor and entrepreneur,1,6.0,7.0,8.0,7.0,6.0,6.0
4399,1,27.0,,doctor and entrepreneur,1,5.0,10.0,9.0,7.0,6.0,5.0
4400,1,27.0,,doctor and entrepreneur,1,5.0,10.0,8.0,8.0,6.0,6.0
4401,1,27.0,,doctor and entrepreneur,1,5.0,8.0,7.0,6.0,6.0,5.0
4402,1,27.0,,doctor and entrepreneur,0,4.0,9.0,9.0,6.0,6.0,5.0
4403,1,27.0,,doctor and entrepreneur,1,7.0,9.0,9.0,8.0,5.0,7.0
4404,1,27.0,,doctor and entrepreneur,1,6.0,9.0,8.0,7.0,6.0,7.0
4405,1,27.0,,doctor and entrepreneur,1,9.0,9.0,9.0,9.0,8.0,8.0
4406,1,27.0,,doctor and entrepreneur,1,6.0,8.0,8.0,6.0,6.0,7.0
4407,1,27.0,,doctor and entrepreneur,1,6.0,8.0,8.0,7.0,6.0,7.0
4408,1,27.0,,doctor and entrepreneur,1,5.0,8.0,7.0,6.0,5.0,6.0
4409,1,27.0,,doctor and entrepreneur,1,7.0,8.0,7.0,6.0,7.0,7.0
4410,1,28.0,25786.0,Int'l Business,0,6.0,10.0,6.0,6.0,6.0,7.0
4411,1,28.0,25786.0,Int'l Business,1,4.0,10.0,8.0,6.0,7.0,8.0
4412,1,28.0,25786.0,Int'l Business,0,5.0,10.0,7.0,4.0,4.0,5.0
4413,1,28.0,25786.0,Int'l Business,0,5.0,10.0,8.0,4.0,6.0,5.0
4414,1,28.0,25786.0,Int'l Business,1,6.0,10.0,7.0,5.0,6.0,6.0
4415,1,28.0,25786.0,Int'l Business,1,9.0,10.0,7.0,7.0,10.0,8.0
4416,1,28.0,25786.0,Int'l Business,1,7.0,9.0,8.0,9.0,6.0,9.0
4417,1,28.0,25786.0,Int'l Business,0,7.0,9.0,9.0,4.0,5.0,5.0
4418,1,28.0,25786.0,Int'l Business,0,5.0,10.0,9.0,5.0,6.0,7.0
4419,1,28.0,25786.0,Int'l Business,0,5.0,9.0,7.0,4.0,6.0,5.0
4420,1,28.0,25786.0,Int'l Business,0,10.0,10.0,10.0,4.0,5.0,5.0
4421,1,28.0,25786.0,Int'l Business,1,6.0,10.0,10.0,8.0,7.0,7.0
4422,1,28.0,25786.0,Int'l Business,1,6.0,10.0,10.0,7.0,7.0,7.0
4423,1,28.0,25786.0,Int'l Business,0,5.0,7.0,7.0,3.0,5.0,4.0
4424,1,28.0,25786.0,Int'l Business,1,7.0,10.0,8.0,5.0,7.0,7.0
4425,1,28.0,25786.0,Int'l Business,0,5.0,10.0,7.0,4.0,5.0,3.0
4426,1,28.0,25786.0,Int'l Business,1,8.0,10.0,7.0,7.0,7.0,7.0
4427,1,28.0,25786.0,Int'l Business,0,7.0,8.0,7.0,6.0,7.0,5.0
4428,1,28.0,25786.0,Int'l Business,0,7.0,10.0,8.0,4.0,5.0,5.0
4429,1,28.0,25786.0,Int'l Business,0,7.0,10.0,7.0,7.0,7.0,7.0
4430,1,28.0,25786.0,Int'l Business,1,6.0,10.0,6.0,9.0,7.0,7.0
4431,1,28.0,,Pharmaceuticals/Consulting,1,8.0,8.0,7.0,8.0,7.0,8.0
4432,1,28.0,,Pharmaceuticals/Consulting,0,4.0,6.0,7.0,6.0,5.0,6.0
4433,1,28.0,,Pharmaceuticals/Consulting,0,6.0,8.0,8.0,6.0,5.0,6.0
4434,1,28.0,,Pharmaceuticals/Consulting,0,5.0,7.0,6.0,5.0,5.0,5.0
4435,1,28.0,,Pharmaceuticals/Consulting,0,6.0,8.0,9.0,6.0,7.0,6.0
4436,1,28.0,,Pharmaceuticals/Consulting,0,7.0,7.0,6.0,6.0,5.0,6.0
4437,1,28.0,,Pharmaceuticals/Consulting,0,5.0,8.0,7.0,8.0,6.0,6.0
4438,1,28.0,,Pharmaceuticals/Consulting,0,5.0,5.0,6.0,4.0,6.0,4.0
4439,1,28.0,,Pharmaceuticals/Consulting,0,3.0,6.0,8.0,6.0,6.0,4.0
4440,1,28.0,,Pharmaceuticals/Consulting,0,5.0,6.0,7.0,6.0,5.0,5.0
4441,1,28.0,,Pharmaceuticals/Consulting,0,3.0,8.0,7.0,4.0,4.0,3.0
4442,1,28.0,,Pharmaceuticals/Consulting,0,4.0,8.0,8.0,8.0,7.0,6.0
4443,1,28.0,,Pharmaceuticals/Consulting,0,5.0,6.0,7.0,6.0,6.0,5.0
4444,1,28.0,,Pharmaceuticals/Consulting,0,4.0,5.0,4.0,3.0,4.0,3.0
4445,1,28.0,,Pharmaceuticals/Consulting,0,6.0,7.0,6.0,5.0,4.0,5.0
4446,1,28.0,,Pharmaceuticals/Consulting,0,7.0,6.0,7.0,7.0,8.0,6.0
4447,1,28.0,,Pharmaceuticals/Consulting,1,9.0,8.0,9.0,6.0,6.0,8.0
4448,1,28.0,,Pharmaceuticals/Consulting,1,8.0,6.0,8.0,7.0,6.0,7.0
4449,1,28.0,,Pharmaceuticals/Consulting,0,6.0,7.0,6.0,5.0,5.0,5.0
4450,1,28.0,,Pharmaceuticals/Consulting,1,8.0,7.0,6.0,8.0,5.0,7.0
4452,0,30.0,,Secondary Education Teacher,0,4.0,9.0,9.0,6.0,8.0,9.0
4453,0,30.0,,Secondary Education Teacher,0,7.0,9.0,8.0,9.0,7.0,7.0
4454,0,30.0,,Secondary Education Teacher,0,5.0,6.0,5.0,5.0,5.0,4.0
4455,0,30.0,,Secondary Education Teacher,0,6.0,6.0,6.0,5.0,8.0,6.0
4456,0,30.0,,Secondary Education Teacher,0,6.0,8.0,7.0,7.0,7.0,8.0
4457,0,30.0,,Secondary Education Teacher,0,5.0,8.0,8.0,7.0,8.0,8.0
4458,0,30.0,,Secondary Education Teacher,0,4.0,9.0,8.0,5.0,9.0,8.0
4459,0,30.0,,Secondary Education Teacher,0,6.0,8.0,8.0,6.0,6.0,7.0
4460,0,30.0,,Secondary Education Teacher,1,8.0,9.0,9.0,9.0,9.0,8.0
4461,0,30.0,,Secondary Education Teacher,0,8.0,8.0,7.0,7.0,7.0,7.0
4462,0,30.0,,Secondary Education Teacher,0,3.0,8.0,8.0,5.0,7.0,7.0
4463,0,30.0,,Secondary Education Teacher,0,2.0,8.0,7.0,8.0,7.0,5.0
4464,0,30.0,,Secondary Education Teacher,0,4.0,5.0,7.0,5.0,7.0,6.0
4465,0,30.0,,Secondary Education Teacher,0,5.0,7.0,7.0,4.0,7.0,3.0
4470,0,30.0,39394.0,High School Social Studies Teacher,0,5.0,7.0,7.0,7.0,7.0,6.0
4476,0,30.0,39394.0,High School Social Studies Teacher,0,5.0,9.0,8.0,8.0,8.0,8.0
4480,0,28.0,40695.0,Education Policy Analyst,0,5.0,5.0,6.0,3.0,3.0,3.0
4481,0,28.0,40695.0,Education Policy Analyst,0,7.0,8.0,9.0,3.0,5.0,6.0
4482,0,28.0,40695.0,Education Policy Analyst,0,6.0,5.0,5.0,3.0,1.0,2.0
4483,0,28.0,40695.0,Education Policy Analyst,0,7.0,6.0,6.0,5.0,3.0,2.0
4484,0,28.0,40695.0,Education Policy Analyst,0,6.0,6.0,6.0,6.0,4.0,6.0
4485,0,28.0,40695.0,Education Policy Analyst,1,8.0,8.0,9.0,8.0,7.0,8.0
4486,0,28.0,40695.0,Education Policy Analyst,0,5.0,5.0,6.0,4.0,2.0,2.0
4487,0,28.0,40695.0,Education Policy Analyst,1,7.0,8.0,8.0,5.0,5.0,6.0
4488,0,28.0,40695.0,Education Policy Analyst,1,9.0,8.0,8.0,9.0,8.0,8.0
4489,0,28.0,40695.0,Education Policy Analyst,1,8.0,10.0,8.0,9.0,8.0,8.0
4490,0,28.0,40695.0,Education Policy Analyst,0,5.0,5.0,5.0,6.0,6.0,6.0
4491,0,28.0,40695.0,Education Policy Analyst,1,7.0,9.0,9.0,6.0,5.0,6.0
4492,0,28.0,40695.0,Education Policy Analyst,0,5.0,5.0,5.0,5.0,5.0,5.0
4493,0,28.0,40695.0,Education Policy Analyst,1,8.0,7.0,8.0,9.0,9.0,8.0
4494,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,5.0,10.0,8.0,7.0,8.0,6.0
4495,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,7.0,8.0,8.0,8.0,8.0,7.0
4496,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,7.0,8.0,9.0,7.0,8.0,7.0
4497,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,5.0,9.0,9.0,7.0,9.0,5.0
4498,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,5.0,5.0,5.0,5.0,9.0,5.0
4499,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,5.0,7.0,7.0,7.0,7.0,7.0
4500,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,5.0,7.0,7.0,6.0,8.0,7.0
4501,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,3.0,5.0,7.0,5.0,9.0,4.0
4502,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,7.0,7.0,7.0,8.0,9.0,7.0
4503,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,8.0,8.0,7.0,7.0,9.0,7.0
4504,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,3.0,8.0,8.0,7.0,9.0,6.0
4505,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,1,3.0,10.0,10.0,8.0,9.0,7.0
4506,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,3.0,7.0,7.0,6.0,8.0,4.0
4507,0,21.0,45788.0,Literacy Organization head/ Director of Development for non-profit,0,4.0,7.0,7.0,7.0,8.0,6.0
4508,0,22.0,37315.0,English Teacher,0,6.0,8.0,8.0,6.0,8.0,6.0
4509,0,22.0,37315.0,English Teacher,1,7.0,9.0,9.0,6.0,7.0,8.0
4510,0,22.0,37315.0,English Teacher,0,7.0,7.0,8.0,6.0,7.0,7.0
4511,0,22.0,37315.0,English Teacher,1,8.0,9.0,9.0,9.0,9.0,9.0
4512,0,22.0,37315.0,English Teacher,1,8.0,9.0,9.0,9.0,9.0,8.0
4513,0,22.0,37315.0,English Teacher,1,8.0,8.0,8.0,8.0,8.0,8.0
4514,0,22.0,37315.0,English Teacher,0,6.0,8.0,8.0,6.0,8.0,6.0
4515,0,22.0,37315.0,English Teacher,0,9.0,8.0,8.0,8.0,8.0,8.0
4516,0,22.0,37315.0,English Teacher,1,9.0,9.0,9.0,9.0,9.0,9.0
4517,0,22.0,37315.0,English Teacher,1,9.0,7.0,8.0,7.0,7.0,7.0
4518,0,22.0,37315.0,English Teacher,0,6.0,7.0,8.0,6.0,7.0,6.0
4519,0,22.0,37315.0,English Teacher,0,6.0,7.0,7.0,6.0,7.0,7.0
4520,0,22.0,37315.0,English Teacher,0,6.0,7.0,7.0,6.0,7.0,6.0
4521,0,22.0,37315.0,English Teacher,1,7.0,7.0,7.0,7.0,7.0,7.0
4522,0,24.0,51663.0,Program development / policy work,0,8.0,9.0,10.0,10.0,10.0,9.0
4523,0,24.0,51663.0,Program development / policy work,0,7.0,8.0,8.0,7.0,7.0,7.0
4524,0,24.0,51663.0,Program development / policy work,0,8.0,8.0,8.0,8.0,8.0,8.0
4525,0,24.0,51663.0,Program development / policy work,1,10.0,9.0,9.0,9.0,9.0,9.0
4526,0,24.0,51663.0,Program development / policy work,1,8.0,9.0,9.0,8.0,9.0,8.0
4527,0,24.0,51663.0,Program development / policy work,1,8.0,9.0,9.0,8.0,8.0,8.0
4528,0,24.0,51663.0,Program development / policy work,0,8.0,9.0,8.0,8.0,8.0,8.0
4529,0,24.0,51663.0,Program development / policy work,0,7.0,7.0,10.0,9.0,9.0,8.0
4530,0,24.0,51663.0,Program development / policy work,1,10.0,10.0,10.0,10.0,10.0,9.0
4531,0,24.0,51663.0,Program development / policy work,0,8.0,9.0,9.0,9.0,9.0,9.0
4532,0,24.0,51663.0,Program development / policy work,0,7.0,9.0,10.0,9.0,9.0,7.0
4533,0,24.0,51663.0,Program development / policy work,0,7.0,8.0,8.0,8.0,8.0,8.0
4534,0,24.0,51663.0,Program development / policy work,0,7.0,9.0,9.0,7.0,7.0,6.0
4535,0,24.0,51663.0,Program development / policy work,0,6.0,7.0,7.0,2.0,2.0,4.0
4536,0,35.0,32563.0,Researcher,0,6.0,10.0,10.0,9.0,10.0,7.0
4537,0,35.0,32563.0,Researcher,1,10.0,10.0,10.0,10.0,9.0,10.0
4538,0,35.0,32563.0,Researcher,0,6.0,9.0,10.0,7.0,7.0,4.0
4539,0,35.0,32563.0,Researcher,0,7.0,10.0,9.0,9.0,8.0,9.0
4540,0,35.0,32563.0,Researcher,1,8.0,10.0,9.0,9.0,9.0,9.0
4541,0,35.0,32563.0,Researcher,1,9.0,10.0,10.0,10.0,9.0,10.0
4542,0,35.0,32563.0,Researcher,0,4.0,9.0,10.0,6.0,9.0,3.0
4543,0,35.0,32563.0,Researcher,1,8.0,10.0,10.0,8.0,7.0,8.0
4544,0,35.0,32563.0,Researcher,1,8.0,9.0,9.0,10.0,7.0,9.0
4545,0,35.0,32563.0,Researcher,1,10.0,9.0,10.0,10.0,9.0,10.0
4546,0,35.0,32563.0,Researcher,0,7.0,10.0,9.0,7.0,10.0,6.0
4547,0,35.0,32563.0,Researcher,1,8.0,10.0,10.0,10.0,9.0,9.0
4548,0,35.0,32563.0,Researcher,0,8.0,9.0,10.0,9.0,10.0,8.0
4549,0,35.0,32563.0,Researcher,0,9.0,8.0,10.0,9.0,8.0,7.0
4550,0,34.0,,professor of education,0,5.0,6.0,8.0,2.0,9.0,5.0
4551,0,34.0,,professor of education,1,6.0,7.0,10.0,5.0,10.0,6.0
4552,0,34.0,,professor of education,0,3.0,7.0,7.0,2.0,9.0,2.0
4553,0,34.0,,professor of education,1,7.0,8.0,9.0,7.0,9.0,7.0
4554,0,34.0,,professor of education,0,5.0,6.0,8.0,2.0,5.0,3.0
4555,0,34.0,,professor of education,1,7.0,7.0,8.0,8.0,5.0,8.0
4556,0,34.0,,professor of education,0,7.0,6.0,7.0,6.0,8.0,5.0
4557,0,34.0,,professor of education,0,5.0,6.0,6.0,5.0,6.0,5.0
4558,0,34.0,,professor of education,0,6.0,6.0,7.0,7.0,8.0,7.0
4559,0,34.0,,professor of education,1,9.0,8.0,8.0,10.0,5.0,8.0
4560,0,34.0,,professor of education,1,5.0,10.0,10.0,5.0,10.0,6.0
4561,0,34.0,,professor of education,0,5.0,6.0,10.0,5.0,6.0,4.0
4562,0,34.0,,professor of education,0,5.0,6.0,10.0,4.0,10.0,5.0
4563,0,34.0,,professor of education,1,6.0,6.0,7.0,7.0,9.0,7.0
4568,0,21.0,54303.0,speech pathologist,1,10.0,10.0,10.0,10.0,10.0,10.0
4570,0,21.0,54303.0,speech pathologist,0,5.0,7.0,10.0,7.0,7.0,4.0
4578,0,33.0,16908.0,Educator,0,4.0,6.0,7.0,5.0,8.0,6.0
4579,0,33.0,16908.0,Educator,0,7.0,8.0,8.0,8.0,8.0,7.0
4580,0,33.0,16908.0,Educator,0,7.0,5.0,7.0,3.0,6.0,4.0
4581,0,33.0,16908.0,Educator,0,8.0,7.0,8.0,8.0,8.0,7.0
4582,0,33.0,16908.0,Educator,0,6.0,10.0,9.0,8.0,8.0,7.0
4583,0,33.0,16908.0,Educator,1,7.0,8.0,8.0,8.0,8.0,8.0
4584,0,33.0,16908.0,Educator,0,6.0,7.0,9.0,6.0,9.0,7.0
4585,0,33.0,16908.0,Educator,0,5.0,6.0,8.0,5.0,8.0,5.0
4586,0,33.0,16908.0,Educator,0,6.0,7.0,8.0,7.0,8.0,7.0
4587,0,33.0,16908.0,Educator,0,7.0,7.0,7.0,9.0,8.0,7.0
4588,0,33.0,16908.0,Educator,0,5.0,7.0,7.0,6.0,7.0,6.0
4589,0,33.0,16908.0,Educator,0,3.0,6.0,5.0,5.0,5.0,4.0
4590,0,33.0,16908.0,Educator,0,5.0,8.0,9.0,7.0,8.0,6.0
4591,0,33.0,16908.0,Educator,0,4.0,6.0,8.0,6.0,8.0,6.0
4592,0,28.0,39729.0,Speech Pathologist,0,2.0,8.0,9.0,1.0,8.0,5.0
4593,0,28.0,39729.0,Speech Pathologist,0,6.0,7.0,8.0,8.0,7.0,5.0
4594,0,28.0,39729.0,Speech Pathologist,0,8.0,7.0,9.0,2.0,6.0,3.0
4595,0,28.0,39729.0,Speech Pathologist,0,7.0,7.0,7.0,5.0,7.0,5.0
4596,0,28.0,39729.0,Speech Pathologist,0,7.0,6.0,8.0,3.0,5.0,5.0
4597,0,28.0,39729.0,Speech Pathologist,0,6.0,9.0,8.0,7.0,5.0,6.0
4598,0,28.0,39729.0,Speech Pathologist,0,6.0,9.0,10.0,3.0,9.0,6.0
4599,0,28.0,39729.0,Speech Pathologist,0,6.0,8.0,10.0,3.0,8.0,6.0
4600,0,28.0,39729.0,Speech Pathologist,0,9.0,8.0,9.0,9.0,9.0,6.0
4601,0,28.0,39729.0,Speech Pathologist,1,7.0,7.0,8.0,10.0,7.0,9.0
4602,0,28.0,39729.0,Speech Pathologist,0,5.0,6.0,7.0,3.0,7.0,6.0
4603,0,28.0,39729.0,Speech Pathologist,0,3.0,6.0,5.0,5.0,6.0,5.0
4604,0,28.0,39729.0,Speech Pathologist,0,5.0,6.0,7.0,3.0,7.0,5.0
4605,0,28.0,39729.0,Speech Pathologist,0,5.0,5.0,6.0,3.0,5.0,4.0
4606,0,29.0,,teaching/education,0,5.0,8.0,8.0,7.0,7.0,7.0
4607,0,29.0,,teaching/education,1,7.0,9.0,9.0,8.0,2.0,8.0
4608,0,29.0,,teaching/education,1,8.0,7.0,8.0,6.0,6.0,7.0
4609,0,29.0,,teaching/education,1,9.0,8.0,8.0,6.0,6.0,8.0
4610,0,29.0,,teaching/education,1,7.0,8.0,8.0,8.0,7.0,8.0
4611,0,29.0,,teaching/education,0,7.0,7.0,7.0,6.0,7.0,7.0
4612,0,29.0,,teaching/education,1,6.0,8.0,9.0,8.0,8.0,7.0
